1,fb0,4.50032,1.09065,1.2712,0
1,fb1,4.79106,1.4543,1.31995,0
1,fb2,5.35089,1.89809,1.66564,0
1,fb3,5.15421,1.46411,1.81652,0
1,fb4,5.01918,1.26226,1.81442,0
1,fb5,4.96224,1.6057,1.40922,0
1,fb6,5.02035,1.95218,1.09583,0
1,fb7,4.43904,1.22118,1.05436,0
1,fb8,5.20402,1.88305,1.46464,0
1,fb9,4.60745,1.44107,1.06393,0
2,fb0,4.49967,1.08954,1.27136,0
2,fb1,4.79004,1.45389,1.3189,0
2,fb2,5.35135,1.89772,1.6667,0
2,fb3,5.15534,1.46485,1.81737,0
2,fb4,5.01918,1.26226,1.81442,0
2,fb5,4.96245,1.60661,1.40856,0
2,fb6,5.0198,1.94311,1.10648,0
2,fb7,4.44016,1.22191,1.05522,0
2,fb8,5.20436,1.88259,1.46567,0
2,fb9,4.60786,1.44068,1.06498,0
3,fb0,4.49897,1.0883,1.27156,0
3,fb1,4.7889,1.45342,1.31775,0
3,fb2,5.35188,1.89733,1.66789,0
3,fb3,5.15659,1.46569,1.81829,0
3,fb4,5.01901,1.263,1.81357,0
3,fb5,4.9627,1.60763,1.40784,0
3,fb6,5.01673,1.93062,1.11734,0
3,fb7,4.4414,1.2227,1.05618,0
3,fb8,5.20472,1.88207,1.4668,0
3,fb9,4.60833,1.44026,1.06616,0
4,fb0,4.49829,1.08707,1.27178,0
4,fb1,4.78774,1.45292,1.3166,0
4,fb2,5.35242,1.89696,1.66908,0
4,fb3,5.15783,1.46654,1.81921,0
4,fb4,5.01871,1.26373,1.81256,0
4,fb5,4.96297,1.60867,1.40714,0
4,fb6,5.01096,1.91629,1.12608,0
4,fb7,4.44264,1.22348,1.05716,0
4,fb8,5.20507,1.88152,1.46793,0
4,fb9,4.60882,1.43986,1.06735,0
5,fb0,4.49762,1.08585,1.27202,0
5,fb1,4.78658,1.45241,1.31546,0
5,fb2,5.35299,1.89661,1.67028,0
5,fb3,5.15908,1.46741,1.82011,0
5,fb4,5.01838,1.26443,1.81152,0
5,fb5,4.96326,1.60971,1.40645,0
5,fb6,5.00284,1.90062,1.13267,0
5,fb7,4.44387,1.22424,1.05816,0
5,fb8,5.20539,1.88096,1.46904,0
5,fb9,4.60934,1.43948,1.06854,0
6,fb0,4.49697,1.08462,1.27229,0
6,fb1,4.78542,1.45187,1.31433,0
6,fb2,5.35358,1.89628,1.67149,0
6,fb3,5.16033,1.4683,1.82099,0
6,fb4,5.01803,1.26511,1.81047,0
6,fb5,4.96358,1.61077,1.40579,0
6,fb6,4.99277,1.88405,1.13718,0
6,fb7,4.44511,1.22498,1.05916,0
6,fb8,5.20569,1.88037,1.47015,0
6,fb9,4.60987,1.43913,1.06974,0
7,fb0,4.49635,1.08341,1.27257,0
7,fb1,4.78424,1.45132,1.31321,0
7,fb2,5.35419,1.89597,1.6727,0
7,fb3,5.16158,1.4692,1.82185,0
7,fb4,5.01766,1.26578,1.80942,0
7,fb5,4.96391,1.61184,1.40514,0
7,fb6,4.9811,1.86696,1.13974,0
7,fb7,4.44633,1.2257,1.06018,0
7,fb8,5.20597,1.87977,1.47124,0
7,fb9,4.61042,1.4388,1.07094,0
8,fb0,4.49574,1.0822,1.27288,0
8,fb1,4.78306,1.45074,1.3121,0
8,fb2,5.35481,1.89569,1.67392,0
8,fb3,5.16283,1.47011,1.82271,0
8,fb4,5.01727,1.26642,1.80835,0
8,fb5,4.96427,1.61292,1.40452,0
8,fb6,4.9682,1.84968,1.14053,0
8,fb7,4.44755,1.22641,1.06121,0
8,fb8,5.20623,1.87914,1.47232,0
8,fb9,4.611,1.43848,1.07215,0
9,fb0,4.49515,1.08099,1.27321,0
9,fb1,4.78187,1.45015,1.311,0
9,fb2,5.35546,1.89542,1.67514,0
9,fb3,5.16407,1.47105,1.82354,0
9,fb4,5.01686,1.26705,1.80726,0
9,fb5,4.96465,1.61402,1.40391,0
9,fb6,4.95422,1.83228,1.13975,0
9,fb7,4.44877,1.22709,1.06226,0
9,fb8,5.20646,1.8785,1.4734,0
9,fb9,4.61159,1.43819,1.07337,0
10,fb0,4.49459,1.07979,1.27356,0
10,fb1,4.78067,1.44954,1.30991,0
10,fb2,5.35613,1.89518,1.67637,0
10,fb3,5.16531,1.47199,1.82436,0
10,fb4,5.01643,1.26766,1.80617,0
10,fb5,4.96505,1.61512,1.40333,0
10,fb6,4.9396,1.81513,1.13758,0
10,fb7,4.44998,1.22776,1.06332,0
10,fb8,5.20667,1.87784,1.47446,0
10,fb9,4.6122,1.43792,1.07459,0
11,fb0,4.49404,1.0786,1.27393,0
11,fb1,4.77947,1.4489,1.30883,0
11,fb2,5.35681,1.89496,1.6776,0
11,fb3,5.16655,1.47295,1.82516,0
11,fb4,5.01597,1.26824,1.80507,0
11,fb5,4.96547,1.61624,1.40276,0
11,fb6,4.92461,1.79845,1.13426,0
11,fb7,4.45119,1.22841,1.06438,0
11,fb8,5.20687,1.87716,1.4755,0
11,fb9,4.61284,1.43768,1.07581,0
12,fb0,4.49352,1.07741,1.27433,0
12,fb1,4.77826,1.44825,1.30776,0
12,fb2,5.35751,1.89476,1.67883,0
12,fb3,5.16778,1.47393,1.82594,0
12,fb4,5.0155,1.26881,1.80396,0
12,fb5,4.96592,1.61736,1.40221,0
12,fb6,4.90948,1.78235,1.13,0
12,fb7,4.45239,1.22904,1.06546,0
12,fb8,5.20704,1.87646,1.47654,0
12,fb9,4.61349,1.43745,1.07704,0
13,fb0,4.49301,1.07623,1.27474,0
13,fb1,4.77704,1.44758,1.30671,0
13,fb2,5.35824,1.89459,1.68007,0
13,fb3,5.16901,1.47491,1.8267,0
13,fb4,5.015,1.26936,1.80283,0
13,fb5,4.96638,1.61849,1.40168,0
13,fb6,4.8944,1.76692,1.12498,0
13,fb7,4.45358,1.22965,1.06655,0
13,fb8,5.20719,1.87574,1.47756,0
13,fb9,4.61416,1.43725,1.07828,0
14,fb0,4.49253,1.07506,1.27518,0
14,fb1,4.77582,1.44689,1.30567,0
14,fb2,5.35898,1.89443,1.68131,0
14,fb3,5.17024,1.47592,1.82745,0
14,fb4,5.01449,1.26989,1.8017,0
14,fb5,4.96687,1.61964,1.40118,0
14,fb6,4.87954,1.75225,1.11937,0
14,fb7,4.45477,1.23024,1.06766,0
14,fb8,5.20731,1.875,1.47857,0
14,fb9,4.61485,1.43707,1.07951,0
15,fb0,4.49206,1.0739,1.27563,0
15,fb1,4.7746,1.44618,1.30464,0
15,fb2,5.35974,1.8943,1.68255,0
15,fb3,5.17146,1.47693,1.82818,0
15,fb4,5.01395,1.27039,1.80056,0
15,fb5,4.96737,1.62079,1.40069,0
15,fb6,4.86508,1.73847,1.11333,0
15,fb7,4.45595,1.23081,1.06877,0
15,fb8,5.20742,1.87425,1.47957,0
15,fb9,4.61556,1.43691,1.08075,0
16,fb0,4.49162,1.07274,1.27611,0
16,fb1,4.77337,1.44546,1.30362,0
16,fb2,5.36051,1.89419,1.6838,0
16,fb3,5.17268,1.47796,1.82889,0
16,fb4,5.0134,1.27088,1.7994,0
16,fb5,4.9679,1.62195,1.40022,0
16,fb6,4.85123,1.7257,1.10702,0
16,fb7,4.45712,1.23136,1.06989,0
16,fb8,5.2075,1.87348,1.48055,0
16,fb9,4.61629,1.43677,1.082,0
17,fb0,4.4912,1.07159,1.27661,0
17,fb1,4.77214,1.44471,1.30262,0
17,fb2,5.36131,1.8941,1.68504,0
17,fb3,5.17389,1.479,1.82958,0
17,fb4,5.01282,1.27135,1.79825,0
17,fb5,4.96845,1.62311,1.39978,0
17,fb6,4.83818,1.71406,1.1006,0
17,fb7,4.45828,1.23189,1.07102,0
17,fb8,5.20756,1.87269,1.48152,0
17,fb9,4.61703,1.43666,1.08324,0
18,fb0,4.4908,1.07046,1.27713,0
18,fb1,4.7709,1.44395,1.30163,0
18,fb2,5.36212,1.89404,1.68629,0
18,fb3,5.1751,1.48005,1.83026,0
18,fb4,5.01223,1.27179,1.79708,0
18,fb5,4.96901,1.62429,1.39936,0
18,fb6,4.82603,1.7036,1.09417,0
18,fb7,4.45944,1.2324,1.07216,0
18,fb8,5.2076,1.87188,1.48248,0
18,fb9,4.6178,1.43656,1.08449,0
19,fb0,4.49042,1.06933,1.27767,0
19,fb1,4.76966,1.44317,1.30065,0
19,fb2,5.36294,1.894,1.68754,0
19,fb3,5.1763,1.48112,1.83091,0
19,fb4,5.01161,1.27222,1.7959,0
19,fb5,4.9696,1.62547,1.39895,0
19,fb6,4.82351,1.70148,1.09278,0
19,fb7,4.46059,1.23289,1.07331,0
19,fb8,5.20762,1.87106,1.48342,0
19,fb9,4.61858,1.43649,1.08574,0
20,fb0,4.49006,1.06821,1.27822,0
20,fb1,4.76842,1.44237,1.29969,0
20,fb2,5.36379,1.89398,1.68879,0
20,fb3,5.17749,1.48219,1.83155,0
20,fb4,5.01098,1.27262,1.79472,0
20,fb5,4.97021,1.62666,1.39857,0
20,fb6,4.82226,1.70046,1.09205,0
20,fb7,4.46173,1.23336,1.07447,0
20,fb8,5.20761,1.87022,1.48434,0
20,fb9,4.61938,1.43645,1.08698,0
21,fb0,4.48973,1.0671,1.2788,0
21,fb1,4.76718,1.44156,1.29874,0
21,fb2,5.36465,1.89398,1.69004,0
21,fb3,5.17868,1.48328,1.83216,0
21,fb4,5.01033,1.273,1.79353,0
21,fb5,4.97084,1.62786,1.39821,0
21,fb6,4.82101,1.69946,1.0913,0
21,fb7,4.46286,1.23381,1.07564,0
21,fb8,5.20758,1.86936,1.48525,0
21,fb9,4.62019,1.43642,1.08823,0
22,fb0,4.48941,1.066,1.2794,0
22,fb1,4.76593,1.44073,1.29781,0
22,fb2,5.36553,1.894,1.69129,0
22,fb3,5.17986,1.48438,1.83276,0
22,fb4,5.00966,1.27337,1.79233,0
22,fb5,4.97148,1.62906,1.39787,0
22,fb6,4.81976,1.69848,1.09053,0
22,fb7,4.46398,1.23424,1.07681,0
22,fb8,5.20754,1.86849,1.48615,0
22,fb9,4.62103,1.43642,1.08948,0
23,fb0,4.48912,1.06492,1.28002,0
23,fb1,4.76468,1.43988,1.29689,0
23,fb2,5.36642,1.89405,1.69254,0
23,fb3,5.18103,1.48549,1.83334,0
23,fb4,5.00897,1.2737,1.79113,0
23,fb5,4.97215,1.63027,1.39755,0
23,fb6,4.81851,1.69751,1.08974,0
23,fb7,4.46508,1.23464,1.078,0
23,fb8,5.20746,1.8676,1.48703,0
23,fb9,4.62188,1.43644,1.09073,0
24,fb0,4.48885,1.06384,1.28065,0
24,fb1,4.76344,1.43901,1.29598,0
24,fb2,5.36733,1.89412,1.69379,0
24,fb3,5.1822,1.48661,1.8339,0
24,fb4,5.00826,1.27402,1.78992,0
24,fb5,4.97283,1.63149,1.39726,0
24,fb6,4.81726,1.69655,1.08894,0
24,fb7,4.46618,1.23503,1.07918,0
24,fb8,5.20737,1.8667,1.48789,0
24,fb9,4.62274,1.43648,1.09198,0
25,fb0,4.48861,1.06278,1.28131,0
25,fb1,4.76219,1.43813,1.2951,0
25,fb2,5.36825,1.89421,1.69503,0
25,fb3,5.18336,1.48774,1.83443,0
25,fb4,5.00754,1.27432,1.78871,0
25,fb5,4.97354,1.63271,1.39699,0
25,fb6,4.81601,1.69561,1.08812,0
25,fb7,4.46727,1.23539,1.08038,0
25,fb8,5.20726,1.86578,1.48874,0
25,fb9,4.62362,1.43654,1.09323,0
26,fb0,4.48838,1.06173,1.28198,0
26,fb1,4.76094,1.43724,1.29422,0
26,fb2,5.36919,1.89432,1.69628,0
26,fb3,5.1845,1.48887,1.83495,0
26,fb4,5.0068,1.27459,1.78749,0
26,fb5,4.97426,1.63393,1.39673,0
26,fb6,4.81476,1.69468,1.08728,0
26,fb7,4.46835,1.23574,1.08158,0
26,fb8,5.20712,1.86484,1.48957,0
26,fb9,4.62452,1.43663,1.09448,0
27,fb0,4.48629,1.0508,1.28929,0
27,fb1,4.75969,1.43633,1.29337,0
27,fb2,5.37015,1.89446,1.69752,0
27,fb3,5.18564,1.49002,1.83545,0
27,fb4,5.00604,1.27485,1.78626,0
27,fb5,4.975,1.63516,1.3965,0
27,fb6,4.81352,1.69377,1.08643,0
27,fb7,4.46941,1.23606,1.08279,0
27,fb8,5.20696,1.86389,1.49038,0
27,fb9,4.62544,1.43674,1.09572,0
28,fb0,4.48302,1.03868,1.29604,0
28,fb1,4.75844,1.4354,1.29253,0
28,fb2,5.37112,1.89462,1.69876,0
28,fb3,5.18677,1.49118,1.83592,0
28,fb4,5.00526,1.27508,1.78503,0
28,fb5,4.97576,1.63639,1.39629,0
28,fb6,4.81227,1.69287,1.08556,0
28,fb7,4.47047,1.23636,1.084,0
28,fb8,5.20678,1.86293,1.49118,0
28,fb9,4.62637,1.43687,1.09697,0
29,fb0,4.47857,1.02648,1.30121,0
29,fb1,4.75719,1.43446,1.29171,0
29,fb2,5.3721,1.8948,1.7,0
29,fb3,5.18789,1.49234,1.83638,0
29,fb4,5.00446,1.27529,1.7838,0
29,fb5,4.97653,1.63763,1.39611,0
29,fb6,4.81103,1.69199,1.08467,0
29,fb7,4.47151,1.23664,1.08522,0
29,fb8,5.20658,1.86195,1.49196,0
29,fb9,4.62731,1.43702,1.09821,0
30,fb0,4.47286,1.01392,1.30495,0
30,fb1,4.75594,1.4335,1.2909,0
30,fb2,5.37309,1.895,1.70123,0
30,fb3,5.18901,1.49351,1.83681,0
30,fb4,5.00365,1.27547,1.78257,0
30,fb5,4.97733,1.63887,1.39594,0
30,fb6,4.80978,1.69112,1.08377,0
30,fb7,4.47254,1.23689,1.08645,0
30,fb8,5.20635,1.86096,1.49272,0
30,fb9,4.62827,1.43719,1.09945,0
31,fb0,4.46581,1.00089,1.30727,0
31,fb1,4.7547,1.43253,1.29011,0
31,fb2,5.37408,1.89519,1.70247,0
31,fb3,5.19011,1.49469,1.83723,0
31,fb4,5.00282,1.27564,1.78133,0
31,fb5,4.97814,1.64011,1.3958,0
31,fb6,4.80854,1.69027,1.08286,0
31,fb7,4.47356,1.23713,1.08767,0
31,fb8,5.20611,1.85996,1.49346,0
