1,fb0,3.33184,1.05575,1.33137
1,fb1,3.45024,1.52048,1.41076
1,fb2,3.0861,1.34855,1.06635
2,fb0,3.33161,1.0476,1.33127
2,fb1,3.45024,1.52048,1.41076
2,fb2,3.0861,1.34855,1.06635
3,fb0,3.33155,1.03852,1.33133
3,fb1,3.45024,1.52048,1.41076
3,fb2,3.0861,1.34855,1.06635
4,fb0,3.33171,1.02942,1.33158
4,fb1,3.45024,1.52048,1.41076
4,fb2,3.0861,1.34855,1.06635
5,fb0,3.33207,1.02033,1.33201
5,fb1,3.45024,1.52048,1.41076
5,fb2,3.0861,1.34855,1.06635
6,fb0,3.33261,1.01123,1.33259
6,fb1,3.45024,1.52048,1.41076
6,fb2,3.0861,1.34855,1.06635
7,fb0,3.33332,1.00213,1.33331
7,fb1,3.45024,1.52048,1.41076
7,fb2,3.0861,1.34855,1.06635
8,fb0,3.33407,0.993028,1.33406
8,fb1,3.45024,1.52048,1.41076
8,fb2,3.0861,1.34855,1.06635
9,fb0,3.33485,0.983913,1.33481
9,fb1,3.45024,1.52048,1.41076
9,fb2,3.0861,1.34855,1.06635
10,fb0,3.33565,0.97479,1.33556
10,fb1,3.45024,1.52048,1.41076
10,fb2,3.0861,1.34855,1.06635
11,fb0,3.33648,0.96566,1.33631
11,fb1,3.45024,1.52048,1.41076
11,fb2,3.0861,1.34855,1.06635
12,fb0,3.33734,0.956523,1.33706
12,fb1,3.45574,1.51708,1.41684
12,fb2,3.0861,1.34855,1.06635
13,fb0,3.33822,0.947365,1.33781
13,fb1,3.4622,1.51386,1.42385
13,fb2,3.0861,1.34855,1.06635
14,fb0,3.33913,0.938186,1.33856
14,fb1,3.46895,1.51119,1.43108
14,fb2,3.0861,1.34855,1.06635
15,fb0,3.34007,0.928989,1.33932
15,fb1,3.47593,1.50902,1.43846
15,fb2,3.0861,1.34855,1.06635
16,fb0,3.34104,0.919777,1.34007
16,fb1,3.48309,1.50732,1.44594
16,fb2,3.0825,1.35622,1.06185
17,fb0,3.34203,0.910518,1.34083
17,fb1,3.49036,1.50606,1.45348
17,fb2,3.07759,1.36429,1.05595
18,fb0,3.34306,0.901207,1.3416
18,fb1,3.4998,1.50494,1.46318
18,fb2,3.07185,1.37173,1.04928
19,fb0,3.34411,0.891849,1.34237
19,fb1,3.50957,1.50425,1.47316
19,fb2,3.06542,1.37854,1.04196
20,fb0,3.3452,0.882448,1.34314
20,fb1,3.51943,1.50399,1.48315
20,fb2,3.05842,1.38475,1.03412
21,fb0,3.34632,0.873011,1.34391
21,fb1,3.52934,1.50408,1.49315
21,fb2,3.05093,1.39037,1.02586
22,fb0,3.34741,0.864073,1.34465
22,fb1,3.53928,1.50449,1.50314
22,fb2,3.04305,1.39545,1.01725
23,fb0,3.3483,0.856846,1.34524
23,fb1,3.54925,1.50515,1.51312
23,fb2,3.03484,1.40004,1.00836
24,fb0,3.34903,0.851004,1.34572
24,fb1,3.55924,1.50603,1.52308
24,fb2,3.02636,1.40416,0.999251
25,fb0,3.3496,0.846178,1.34606
25,fb1,3.56923,1.5071,1.53303
25,fb2,3.01766,1.40787,0.989965
26,fb0,3.35002,0.842109,1.3463
26,fb1,3.57923,1.50834,1.54295
26,fb2,3.00877,1.4112,0.980537
27,fb0,3.35033,0.838605,1.34644
27,fb1,3.58923,1.50961,1.55287
27,fb2,2.99973,1.41419,0.970996
28,fb0,3.35055,0.835515,1.34651
28,fb1,3.59837,1.51077,1.56193
28,fb2,2.99057,1.41689,0.961366
29,fb0,3.3507,0.832707,1.34652
29,fb1,3.60559,1.51169,1.56909
29,fb2,2.98158,1.41924,0.951963
30,fb0,3.35079,0.830071,1.34648
30,fb1,3.61128,1.51241,1.57474
30,fb2,2.97384,1.42105,0.943884
31,fb0,3.35082,0.827529,1.34637
31,fb1,3.61588,1.513,1.57931
