1,fb0,1.5267,1.18128
1,fb1,1.46692,1.6605
1,fb2,1.26922,1.66866
2,fb0,1.52567,1.18083
2,fb1,1.46725,1.65942
2,fb2,1.27004,1.66943
3,fb0,1.52452,1.18035
3,fb1,1.46764,1.65824
3,fb2,1.27093,1.67031
4,fb0,1.52335,1.17989
4,fb1,1.46804,1.65705
4,fb2,1.27181,1.6712
5,fb0,1.52218,1.17944
5,fb1,1.46847,1.65588
5,fb2,1.27267,1.6721
6,fb0,1.52101,1.17902
6,fb1,1.46892,1.65471
6,fb2,1.27352,1.67302
7,fb0,1.51982,1.17862
7,fb1,1.46939,1.65355
7,fb2,1.27435,1.67396
8,fb0,1.51863,1.17825
8,fb1,1.46988,1.6524
8,fb2,1.27516,1.67491
9,fb0,1.51743,1.17789
9,fb1,1.47039,1.65126
9,fb2,1.27596,1.67587
10,fb0,1.51623,1.17755
10,fb1,1.47092,1.65013
10,fb2,1.27673,1.67685
11,fb0,1.51502,1.17724
11,fb1,1.47147,1.64901
11,fb2,1.2775,1.67784
12,fb0,1.5138,1.17695
12,fb1,1.47204,1.6479
12,fb2,1.27824,1.67884
13,fb0,1.51258,1.17668
13,fb1,1.47263,1.6468
13,fb2,1.27896,1.67986
14,fb0,1.51136,1.17643
14,fb1,1.47324,1.6457
14,fb2,1.27967,1.68089
15,fb0,1.51013,1.1762
15,fb1,1.47387,1.64462
15,fb2,1.28036,1.68194
16,fb0,1.5089,1.176
16,fb1,1.47452,1.64356
16,fb2,1.28103,1.68299
17,fb0,1.50766,1.17581
17,fb1,1.47519,1.6425
17,fb2,1.28168,1.68406
18,fb0,1.50642,1.17565
18,fb1,1.47587,1.64145
18,fb2,1.28231,1.68514
19,fb0,1.50518,1.17551
19,fb1,1.47658,1.64042
19,fb2,1.28292,1.68623
20,fb0,1.50393,1.1754
20,fb1,1.4773,1.6394
20,fb2,1.28351,1.68733
21,fb0,1.50269,1.1753
21,fb1,1.47804,1.6384
21,fb2,1.28409,1.68844
22,fb0,1.50144,1.17523
22,fb1,1.4788,1.6374
22,fb2,1.28464,1.68956
23,fb0,1.50019,1.17518
23,fb1,1.47958,1.63642
23,fb2,1.28517,1.69069
24,fb0,1.49894,1.17516
24,fb1,1.48037,1.63546
24,fb2,1.28568,1.69183
25,fb0,1.49769,1.17515
25,fb1,1.48119,1.63451
25,fb2,1.28618,1.69298
26,fb0,1.49644,1.17517
26,fb1,1.48201,1.63357
26,fb2,1.28665,1.69414
27,fb0,1.49519,1.17521
27,fb1,1.48286,1.63265
27,fb2,1.2871,1.69531
28,fb0,1.49394,1.17527
28,fb1,1.48372,1.63174
28,fb2,1.28753,1.69648
29,fb0,1.4927,1.17535
29,fb1,1.4846,1.63085
29,fb2,1.28794,1.69766
30,fb0,1.49145,1.17546
30,fb1,1.48549,1.62998
30,fb2,1.28832,1.69885
31,fb0,1.49021,1.17559
31,fb1,1.4864,1.62912
31,fb2,1.28869,1.70004
32,fb0,1.48897,1.17574
32,fb1,1.48732,1.62828
32,fb2,1.28904,1.70125
33,fb0,1.48773,1.17591
33,fb1,1.48826,1.62745
33,fb2,1.28936,1.70245
34,fb0,1.48649,1.17611
34,fb1,1.48921,1.62664
34,fb2,1.28966,1.70367
35,fb0,1.48526,1.17633
35,fb1,1.49018,1.62585
35,fb2,1.28994,1.70488
36,fb0,1.48404,1.17657
36,fb1,1.49116,1.62508
36,fb2,1.2902,1.70611
37,fb0,1.48281,1.17683
37,fb1,1.49216,1.62432
37,fb2,1.29043,1.70733
38,fb0,1.4816,1.17711
38,fb1,1.49316,1.62358
38,fb2,1.29065,1.70857
39,fb0,1.48038,1.17741
39,fb1,1.49419,1.62286
39,fb2,1.29084,1.7098
40,fb0,1.47918,1.17774
40,fb1,1.49522,1.62216
40,fb2,1.29101,1.71104
41,fb0,1.47798,1.17809
41,fb1,1.49627,1.62148
41,fb2,1.29116,1.71228
42,fb0,1.47678,1.17846
42,fb1,1.49733,1.62081
42,fb2,1.29129,1.71352
43,fb0,1.47559,1.17885
43,fb1,1.4984,1.62016
43,fb2,1.29139,1.71477
44,fb0,1.47441,1.17926
44,fb1,1.49948,1.61954
44,fb2,1.29147,1.71602
45,fb0,1.47324,1.17969
45,fb1,1.50057,1.61893
45,fb2,1.29153,1.71727
46,fb0,1.47208,1.18015
46,fb1,1.50167,1.61834
46,fb2,1.29157,1.71852
47,fb0,1.47092,1.18062
47,fb1,1.50279,1.61777
47,fb2,1.29158,1.71977
48,fb0,1.46977,1.18111
48,fb1,1.50391,1.61723
48,fb2,1.29157,1.72102
49,fb0,1.46863,1.18163
49,fb1,1.50504,1.6167
49,fb2,1.29154,1.72227
50,fb0,1.4675,1.18216
50,fb1,1.50617,1.61616
50,fb2,1.29149,1.72351
51,fb0,1.46638,1.18272
51,fb1,1.50729,1.6156
51,fb2,1.29142,1.72476
52,fb0,1.46527,1.18329
52,fb1,1.50841,1.61505
52,fb2,1.29132,1.72601
53,fb0,1.46418,1.18389
53,fb1,1.50953,1.61449
53,fb2,1.2912,1.72725
54,fb0,1.46309,1.1845
54,fb1,1.51064,1.61391
54,fb2,1.29106,1.72849
55,fb0,1.46201,1.18514
55,fb1,1.51175,1.61334
55,fb2,1.29089,1.72973
56,fb0,1.46094,1.18579
56,fb1,1.51286,1.61276
56,fb2,1.29071,1.73097
57,fb0,1.45989,1.18646
57,fb1,1.51395,1.61216
57,fb2,1.2905,1.7322
58,fb0,1.45885,1.18715
58,fb1,1.51506,1.61158
58,fb2,1.29027,1.73343
59,fb0,1.45782,1.18786
59,fb1,1.51615,1.61098
59,fb2,1.29002,1.73466
60,fb0,1.4568,1.18859
60,fb1,1.51726,1.61039
60,fb2,1.28975,1.73588
61,fb0,1.4558,1.18934
61,fb1,1.51835,1.60979
61,fb2,1.28945,1.73709
62,fb0,1.45481,1.1901
62,fb1,1.51944,1.60917
62,fb2,1.28913,1.7383
63,fb0,1.45383,1.19088
63,fb1,1.52053,1.60856
63,fb2,1.2888,1.7395
64,fb0,1.45287,1.19168
64,fb1,1.52845,1.60403
64,fb2,1.28844,1.7407
65,fb0,1.45192,1.19249
65,fb1,1.53712,1.59905
65,fb2,1.28564,1.74939
66,fb0,1.45099,1.19333
66,fb1,1.54579,1.59407
66,fb2,1.28205,1.75872
67,fb0,1.45007,1.19417
67,fb1,1.55446,1.58909
67,fb2,1.27791,1.76782
68,fb0,1.44917,1.19504
