1,fb0,1.14537,1.56493
1,fb1,1.81873,1.35002
1,fb2,1.6408,1.51463
2,fb0,1.14537,1.56493
2,fb1,1.81878,1.35114
2,fb2,1.6397,1.51484
3,fb0,1.14537,1.56493
3,fb1,1.81885,1.35239
3,fb2,1.63847,1.5151
4,fb0,1.14537,1.56493
4,fb1,1.81894,1.35364
4,fb2,1.63725,1.51538
5,fb0,1.14537,1.56493
5,fb1,1.81906,1.35488
5,fb2,1.63604,1.51568
6,fb0,1.14537,1.56493
6,fb1,1.81919,1.35613
6,fb2,1.63483,1.516
7,fb0,1.14537,1.56493
7,fb1,1.81935,1.35737
7,fb2,1.63363,1.51634
8,fb0,1.14537,1.56493
8,fb1,1.81953,1.3586
8,fb2,1.63243,1.5167
9,fb0,1.14537,1.56493
9,fb1,1.81974,1.35984
9,fb2,1.63124,1.51709
10,fb0,1.14537,1.56493
10,fb1,1.81996,1.36106
10,fb2,1.63006,1.51749
11,fb0,1.14537,1.56493
11,fb1,1.82021,1.36229
11,fb2,1.62889,1.51792
12,fb0,1.14537,1.56493
12,fb1,1.82048,1.36351
12,fb2,1.62772,1.51837
13,fb0,1.14537,1.56493
13,fb1,1.82077,1.36473
13,fb2,1.62656,1.51884
14,fb0,1.14537,1.56493
14,fb1,1.82108,1.36594
14,fb2,1.62541,1.51933
15,fb0,1.14301,1.57351
15,fb1,1.82142,1.36714
15,fb2,1.62427,1.51984
16,fb0,1.1394,1.58282
16,fb1,1.82177,1.36834
16,fb2,1.62314,1.52037
17,fb0,1.13488,1.59174
17,fb1,1.82215,1.36953
17,fb2,1.62202,1.52092
18,fb0,1.12958,1.60021
18,fb1,1.82255,1.37072
18,fb2,1.6209,1.52149
19,fb0,1.12362,1.60824
19,fb1,1.82297,1.37189
19,fb2,1.6198,1.52208
20,fb0,1.1171,1.61582
20,fb1,1.82341,1.37306
20,fb2,1.61871,1.52269
21,fb0,1.11012,1.62298
21,fb1,1.82387,1.37423
21,fb2,1.61763,1.52332
22,fb0,1.10274,1.62973
22,fb1,1.82435,1.37538
22,fb2,1.61656,1.52396
23,fb0,1.09503,1.63609
23,fb1,1.82485,1.37652
23,fb2,1.6155,1.52463
24,fb0,1.08704,1.64211
24,fb1,1.82538,1.37766
24,fb2,1.61446,1.52532
25,fb0,1.07882,1.6478
25,fb1,1.82592,1.37878
25,fb2,1.61343,1.52602
26,fb0,1.0704,1.65318
26,fb1,1.82648,1.3799
26,fb2,1.61241,1.52674
27,fb0,1.0618,1.6583
27,fb1,1.82706,1.38101
27,fb2,1.61138,1.52745
28,fb0,1.05307,1.66316
28,fb1,1.82767,1.3821
28,fb2,1.61034,1.52815
29,fb0,1.04441,1.66769
29,fb1,1.82829,1.38319
29,fb2,1.60931,1.52885
30,fb0,1.03664,1.67153
30,fb1,1.82893,1.38426
30,fb2,1.60827,1.52955
31,fb0,1.0297,1.6748
31,fb1,1.82959,1.38532
31,fb2,1.60723,1.53025
32,fb0,1.02342,1.67765
32,fb1,1.82966,1.38543
32,fb2,1.60619,1.53094
33,fb0,1.0177,1.68015
33,fb1,1.83039,1.38628
33,fb2,1.59904,1.53551
34,fb0,1.01187,1.68263
34,fb1,1.83047,1.38638
34,fb2,1.59058,1.54071
35,fb0,1.00573,1.68517
35,fb1,1.83047,1.38638
35,fb2,1.58203,1.5459
36,fb0,0.999297,1.68782
36,fb1,1.83047,1.38638
36,fb2,1.57349,1.5511
37,fb0,0.992597,1.69057
37,fb1,1.8386,1.38999
37,fb2,1.56495,1.5563
38,fb0,0.985664,1.69342
38,fb1,1.84809,1.3931
38,fb2,1.5564,1.56149
39,fb0,0.978489,1.69629
39,fb1,1.85786,1.39524
39,fb2,1.54786,1.56669
40,fb0,0.971108,1.69922
40,fb1,1.86777,1.39652
40,fb2,1.53931,1.57188
41,fb0,0.963543,1.70223
41,fb1,1.87776,1.397
41,fb2,1.53077,1.57708
42,fb0,0.955807,1.7053
42,fb1,1.88775,1.39678
42,fb2,1.52223,1.58228
43,fb0,0.94788,1.70835
43,fb1,1.89771,1.39593
43,fb2,1.51368,1.58747
44,fb0,0.939806,1.71143
44,fb1,1.90761,1.39452
44,fb2,1.50514,1.59267
45,fb0,0.931603,1.71456
45,fb1,1.91743,1.39261
45,fb2,1.49659,1.59787
46,fb0,0.923288,1.71773
46,fb1,1.92714,1.39025
46,fb2,1.48805,1.60306
47,fb0,0.914834,1.72085
47,fb1,1.93675,1.38749
47,fb2,1.47951,1.60826
48,fb0,0.906285,1.72397
48,fb1,1.94626,1.38437
48,fb2,1.47096,1.61345
49,fb0,0.89766,1.72713
49,fb1,1.95565,1.38093
49,fb2,1.46249,1.61861
50,fb0,0.888977,1.7303
50,fb1,1.96492,1.37721
50,fb2,1.45727,1.62178
51,fb0,0.88063,1.73324
51,fb1,1.97409,1.37322
51,fb2,1.45403,1.62382
52,fb0,0.872874,1.73594
52,fb1,1.98297,1.36908
52,fb2,1.45175,1.62533
53,fb0,0.865743,1.73843
53,fb1,1.99051,1.36534
53,fb2,1.4499,1.62661
54,fb0,0.859184,1.74072
54,fb1,1.99695,1.36195
54,fb2,1.44822,1.62784
55,fb0,0.853123,1.74283
55,fb1,2.00257,1.35884
55,fb2,1.44806,1.62796
56,fb0,0.847625,1.74475
56,fb1,2.00764,1.35588
