1,fb0,1.19598,1.17992
1,fb1,1.57883,1.44171
1,fb2,1.7393,1.99868
2,fb0,1.19486,1.17992
2,fb1,1.58562,1.43597
2,fb2,1.7393,1.99868
3,fb0,1.19361,1.17993
3,fb1,1.59294,1.43076
3,fb2,1.7393,1.99868
4,fb0,1.19236,1.17997
4,fb1,1.60056,1.42612
4,fb2,1.7393,1.99868
5,fb0,1.19111,1.18003
5,fb1,1.60849,1.42188
5,fb2,1.7393,1.99868
6,fb0,1.18986,1.18011
6,fb1,1.61669,1.41803
6,fb2,1.73408,2.00241
7,fb0,1.18861,1.18022
7,fb1,1.62511,1.41451
7,fb2,1.72894,2.00665
8,fb0,1.18737,1.18035
8,fb1,1.6337,1.4113
8,fb2,1.72447,2.01086
9,fb0,1.18613,1.1805
9,fb1,1.64244,1.40836
9,fb2,1.72057,2.01492
10,fb0,1.18489,1.18067
10,fb1,1.65132,1.40564
10,fb2,1.71717,2.01879
11,fb0,1.18366,1.18086
11,fb1,1.66031,1.40312
11,fb2,1.71418,2.02244
12,fb0,1.18243,1.18108
12,fb1,1.6694,1.40076
12,fb2,1.71155,2.02586
13,fb0,1.1812,1.18131
13,fb1,1.67858,1.39854
13,fb2,1.70922,2.02904
14,fb0,1.17998,1.18157
14,fb1,1.68783,1.39633
14,fb2,1.70715,2.032
15,fb0,1.17876,1.18185
15,fb1,1.69713,1.3941
15,fb2,1.70633,2.0332
16,fb0,1.17754,1.18216
16,fb1,1.70651,1.39186
16,fb2,1.70568,2.03417
17,fb0,1.17634,1.18248
17,fb1,1.71596,1.3896
17,fb2,1.70504,2.03511
18,fb0,1.17514,1.18283
18,fb1,1.72496,1.38744
18,fb2,1.70439,2.03606
19,fb0,1.17394,1.18319
19,fb1,1.73317,1.38548
19,fb2,1.7037,2.03702
20,fb0,1.17275,1.18358
20,fb1,1.74069,1.38368
20,fb2,1.70298,2.03803
21,fb0,1.17157,1.18399
21,fb1,1.74764,1.38202
21,fb2,1.7022,2.03909
22,fb0,1.1704,1.18442
22,fb1,1.75409,1.3804
22,fb2,1.70135,2.0402
23,fb0,1.16923,1.18487
23,fb1,1.76009,1.37878
23,fb2,1.70043,2.04138
24,fb0,1.16808,1.18535
24,fb1,1.76571,1.37717
24,fb2,1.69942,2.04261
25,fb0,1.16693,1.18584
25,fb1,1.77098,1.37556
25,fb2,1.69831,2.0439
26,fb0,1.16579,1.18635
26,fb1,1.77593,1.37395
26,fb2,1.6982,2.04402
27,fb0,1.16466,1.18688
27,fb1,1.78063,1.37232
27,fb2,1.6982,2.04402
28,fb0,1.16354,1.18744
28,fb1,1.78511,1.37068
28,fb2,1.6982,2.04402
29,fb0,1.16243,1.18801
29,fb1,1.78939,1.36901
29,fb2,1.6982,2.04402
30,fb0,1.16133,1.18861
30,fb1,1.79348,1.36733
30,fb2,1.69638,2.04454
31,fb0,1.16024,1.18922
31,fb1,1.79739,1.36563
31,fb2,1.69427,2.04507
32,fb0,1.15916,1.18985
32,fb1,1.80111,1.36393
32,fb2,1.69204,2.04557
33,fb0,1.15809,1.1905
33,fb1,1.80466,1.36222
33,fb2,1.68972,2.04604
34,fb0,1.15704,1.19117
34,fb1,1.80806,1.3605
34,fb2,1.6873,2.04646
35,fb0,1.15599,1.19186
35,fb1,1.8113,1.35879
35,fb2,1.68478,2.04683
36,fb0,1.15496,1.19257
36,fb1,1.8144,1.35707
36,fb2,1.68374,2.04696
37,fb0,1.15395,1.1933
37,fb1,1.81739,1.35534
37,fb2,1.68288,2.04706
38,fb0,1.15294,1.19404
38,fb1,1.82026,1.35361
38,fb2,1.68204,2.04715
39,fb0,1.15195,1.1948
39,fb1,1.82302,1.35188
39,fb2,1.6812,2.04725
40,fb0,1.15097,1.19558
40,fb1,1.82569,1.35013
40,fb2,1.68036,2.04734
41,fb0,1.15001,1.19638
41,fb1,1.82826,1.34839
41,fb2,1.67952,2.04744
42,fb0,1.14906,1.19719
42,fb1,1.83074,1.34664
42,fb2,1.67866,2.04753
43,fb0,1.14813,1.19802
43,fb1,1.83313,1.34488
43,fb2,1.6778,2.04762
44,fb0,1.14721,1.19887
44,fb1,1.83544,1.34312
44,fb2,1.67691,2.04771
45,fb0,1.1463,1.19973
45,fb1,1.83767,1.34136
45,fb2,1.67601,2.0478
46,fb0,1.14541,1.20061
46,fb1,1.83982,1.3396
46,fb2,1.67508,2.04788
47,fb0,1.14454,1.20151
47,fb1,1.8419,1.33783
47,fb2,1.67412,2.04796
48,fb0,1.14369,1.20242
48,fb1,1.84391,1.33606
48,fb2,1.67314,2.04804
49,fb0,1.14285,1.20334
49,fb1,1.84586,1.33429
49,fb2,1.67213,2.04811
50,fb0,1.14202,1.20428
50,fb1,1.84774,1.33252
50,fb2,1.67109,2.04818
51,fb0,1.14122,1.20524
51,fb1,1.84956,1.33074
51,fb2,1.67002,2.04824
52,fb0,1.14043,1.20621
52,fb1,1.85132,1.32896
52,fb2,1.66892,2.04829
53,fb0,1.13965,1.20719
53,fb1,1.85303,1.32718
53,fb2,1.66778,2.04833
54,fb0,1.1389,1.20819
54,fb1,1.85468,1.3254
54,fb2,1.66662,2.04836
55,fb0,1.13816,1.2092
55,fb1,1.85628,1.32361
55,fb2,1.66543,2.04838
56,fb0,1.13745,1.21022
56,fb1,1.85783,1.32182
56,fb2,1.6642,2.04839
57,fb0,1.13675,1.21126
57,fb1,1.85932,1.32003
57,fb2,1.66295,2.04839
58,fb0,1.13607,1.2123
58,fb1,1.86077,1.31823
58,fb2,1.66166,2.04837
59,fb0,1.1354,1.21336
59,fb1,1.86218,1.31644
59,fb2,1.66035,2.04833
60,fb0,1.13476,1.21444
60,fb1,1.86354,1.31463
60,fb2,1.65901,2.04828
61,fb0,1.13414,1.21552
61,fb1,1.86485,1.31283
61,fb2,1.65764,2.0482
62,fb0,1.13353,1.21661
62,fb1,1.86613,1.31102
62,fb2,1.65624,2.04811
63,fb0,1.13295,1.21772
63,fb1,1.86736,1.3092
63,fb2,1.65482,2.048
64,fb0,1.13238,1.21883
64,fb1,1.86856,1.30738
64,fb2,1.65338,2.04786
65,fb0,1.13184,1.21996
65,fb1,1.86971,1.30556
65,fb2,1.65191,2.0477
66,fb0,1.13131,1.22109
66,fb1,1.87083,1.30373
66,fb2,1.65042,2.04752
67,fb0,1.13081,1.22224
67,fb1,1.87191,1.30189
67,fb2,1.64891,2.04731
68,fb0,1.13032,1.22339
68,fb1,1.87295,1.30005
68,fb2,1.64738,2.04708
69,fb0,1.12986,1.22455
69,fb1,1.87395,1.29821
69,fb2,1.64583,2.04682
70,fb0,1.12942,1.22572
70,fb1,1.87493,1.29636
70,fb2,1.64426,2.04653
71,fb0,1.129,1.2269
71,fb1,1.87586,1.2945
71,fb2,1.64268,2.04621
72,fb0,1.1286,1.22808
72,fb1,1.87677,1.29264
72,fb2,1.64108,2.04587
73,fb0,1.12822,1.22927
73,fb1,1.87764,1.29077
73,fb2,1.63947,2.0455
74,fb0,1.12786,1.23047
74,fb1,1.87847,1.28889
74,fb2,1.63785,2.04509
75,fb0,1.12752,1.23167
75,fb1,1.87927,1.28701
75,fb2,1.63622,2.04466
76,fb0,1.12721,1.23288
76,fb1,1.88005,1.28512
76,fb2,1.63458,2.0442
