1,fb0,3.22459,1.5267,1.18128
1,fb1,3.56393,1.00078,1.56393
1,fb2,3.48934,1.39494,1.46692
2,fb0,3.22459,1.5267,1.18128
2,fb1,3.56819,0.99326,1.56818
2,fb2,3.48934,1.39494,1.46692
3,fb0,3.22459,1.5267,1.18128
3,fb1,3.57266,0.984678,1.57262
3,fb2,3.48934,1.39494,1.46692
4,fb0,3.22459,1.5267,1.18128
4,fb1,3.57678,0.975934,1.5767
4,fb2,3.48934,1.39494,1.46692
5,fb0,3.22459,1.5267,1.18128
5,fb1,3.58059,0.967056,1.58044
5,fb2,3.48934,1.39494,1.46692
6,fb0,3.22459,1.5267,1.18128
6,fb1,3.58411,0.958068,1.58387
6,fb2,3.48934,1.39494,1.46692
7,fb0,3.22459,1.5267,1.18128
7,fb1,3.58738,0.948988,1.58701
7,fb2,3.48934,1.39494,1.46692
8,fb0,3.22459,1.5267,1.18128
8,fb1,3.59041,0.939831,1.5899
8,fb2,3.48934,1.39494,1.46692
9,fb0,3.22459,1.5267,1.18128
9,fb1,3.59323,0.930609,1.59256
9,fb2,3.48839,1.38788,1.46676
10,fb0,3.22459,1.5267,1.18128
10,fb1,3.59585,0.921339,1.59499
10,fb2,3.48794,1.38002,1.46718
11,fb0,3.21724,1.52056,1.17484
11,fb1,3.59831,0.912031,1.59724
11,fb2,3.48809,1.37219,1.46818
12,fb0,3.20849,1.51439,1.16699
12,fb1,3.60061,0.902689,1.5993
12,fb2,3.48876,1.36445,1.46968
13,fb0,3.19933,1.50897,1.15859
13,fb1,3.60278,0.893318,1.6012
13,fb2,3.48993,1.35686,1.47164
14,fb0,3.18987,1.50427,1.14976
14,fb1,3.60482,0.883917,1.60296
14,fb2,3.49156,1.34943,1.47403
15,fb0,3.1802,1.50025,1.14061
15,fb1,3.60687,0.874509,1.60468
15,fb2,3.49362,1.34219,1.47682
16,fb0,3.17038,1.49687,1.1312
16,fb1,3.60893,0.865094,1.60641
16,fb2,3.49609,1.33516,1.47999
17,fb0,3.16046,1.49407,1.1216
17,fb1,3.61102,0.855672,1.60814
17,fb2,3.49894,1.32834,1.4835
18,fb0,3.15049,1.49181,1.11186
18,fb1,3.61303,0.846219,1.60975
18,fb2,3.50216,1.32177,1.48735
19,fb0,3.14049,1.49003,1.10202
19,fb1,3.61503,0.836748,1.61134
19,fb2,3.50575,1.31546,1.49152
20,fb0,3.13049,1.4887,1.09211
20,fb1,3.61694,0.827244,1.61281
20,fb2,3.50969,1.30943,1.49602
21,fb0,3.12051,1.48776,1.08216
21,fb1,3.61885,0.817718,1.61426
21,fb2,3.51399,1.30369,1.50085
22,fb0,3.11056,1.48719,1.07217
22,fb1,3.62067,0.808156,1.61558
22,fb2,3.5187,1.29826,1.50604
23,fb0,3.10065,1.48694,1.06218
23,fb1,3.62237,0.798552,1.61676
23,fb2,3.52387,1.29314,1.51165
24,fb0,3.09078,1.48698,1.05218
24,fb1,3.62407,0.78892,1.61792
24,fb2,3.52956,1.28839,1.51776
25,fb0,3.08096,1.48728,1.04218
25,fb1,3.62568,0.779246,1.61895
25,fb2,3.53588,1.28407,1.52445
26,fb0,3.07118,1.48781,1.0322
26,fb1,3.62716,0.769526,1.61983
26,fb2,3.54289,1.28029,1.53178
27,fb0,3.06145,1.48853,1.02222
27,fb1,3.62852,0.759757,1.62056
27,fb2,3.55059,1.27721,1.53975
28,fb0,3.05176,1.48943,1.01226
28,fb1,3.62975,0.749936,1.62113
28,fb2,3.55894,1.27502,1.54829
29,fb0,3.04209,1.49035,1.00231
29,fb1,3.63085,0.740062,1.62154
29,fb2,3.56779,1.27386,1.55726
30,fb0,3.03323,1.4912,0.993198
30,fb1,3.63182,0.730132,1.62178
30,fb2,3.57698,1.27382,1.56648
31,fb0,3.02593,1.4919,0.985678
31,fb1,3.63264,0.720144,1.62184
31,fb2,3.58631,1.27492,1.57576
32,fb0,3.01983,1.49249,0.9794
32,fb1,3.63331,0.710145,1.62173
32,fb2,3.59559,1.27712,1.58489
33,fb0,3.01461,1.49299,0.97403
33,fb1,3.63382,0.70015,1.62142
33,fb2,3.60466,1.28034,1.59375
34,fb0,3.01006,1.49342,0.969338
34,fb1,3.63412,0.691177,1.62097
34,fb2,3.61255,1.28403,1.60137
35,fb0,3.00314,1.49409,0.962219
35,fb1,3.63426,0.681315,1.62026
35,fb2,3.619,1.28771,1.60754
36,fb0,2.99685,1.49469,0.955741
36,fb1,3.6344,0.671344,1.6195
36,fb2,3.62418,1.29116,1.61246
37,fb0,2.99133,1.49522,0.950055
37,fb1,3.63455,0.661373,1.61874
37,fb2,3.62833,1.29426,1.61638
38,fb0,2.98639,1.49569,0.944964
38,fb1,3.63472,0.65223,1.61805
38,fb2,3.63167,1.297,1.6195
39,fb0,2.9819,1.49612,0.940334
39,fb1,3.63478,0.644518,1.61736
39,fb2,3.63442,1.29946,1.62206
40,fb0,2.97776,1.49652,0.936075
40,fb1,3.63474,0.637945,1.61666
40,fb2,3.63677,1.30171,1.62423
41,fb0,2.97393,1.49689,0.932122
41,fb1,3.63461,0.632232,1.61595
41,fb2,3.63884,1.30384,1.62613
42,fb0,2.97034,1.49723,0.928429
42,fb1,3.63441,0.627191,1.61524
42,fb2,3.64072,1.3059,1.62784
43,fb0,2.96698,1.49755,0.92496
43,fb1,3.63416,0.622686,1.61452
43,fb2,3.64245,1.30792,1.62941
44,fb0,2.9638,1.49786,0.921688
44,fb1,3.63387,0.618618,1.6138
44,fb2,3.64262,1.30813,1.62957
45,fb0,2.96077,1.49815,0.91856
45,fb1,3.63352,0.614825,1.61305
45,fb2,3.64262,1.30813,1.62957
46,fb0,2.95786,1.49843,0.915558
46,fb1,3.63313,0.611247,1.61227
46,fb2,3.64262,1.30813,1.62957
47,fb0,2.95505,1.49869,0.91267
47,fb1,3.6327,0.607856,1.61147
47,fb2,3.64262,1.30813,1.62957
48,fb0,2.95235,1.49892,0.909888
