1,fb0,3.22459,1.5267,1.18128
1,fb1,3.56393,1.00078,1.56393
1,fb2,3.48934,1.39494,1.46692
1,fb3,3.65807,1.61747,1.60558
1,fb4,3.72869,1.32633,1.71438
1,fb5,3.74793,1.97453,1.61902
1,fb6,3.9723,1.8713,1.87557
1,fb7,3.26409,1.88556,1.14167
1,fb8,3.91998,1.09288,1.91888
1,fb9,3.12915,1.22342,1.12116
2,fb0,3.22459,1.5267,1.18128
2,fb1,3.56831,0.993038,1.56831
2,fb2,3.48833,1.39434,1.46597
2,fb3,3.65911,1.61722,1.60668
2,fb4,3.72885,1.32524,1.71464
2,fb5,3.74047,1.96793,1.61306
2,fb6,3.9723,1.8713,1.87557
2,fb7,3.26444,1.8942,1.13958
2,fb8,3.92593,1.08641,1.92498
2,fb9,3.12915,1.22342,1.12116
3,fb0,3.22459,1.5267,1.18128
3,fb1,3.57245,0.983924,1.57241
3,fb2,3.4872,1.39369,1.4649
3,fb3,3.66027,1.61695,1.6079
3,fb4,3.72905,1.32402,1.71495
3,fb5,3.73154,1.96128,1.6056
3,fb6,3.9723,1.8713,1.87557
3,fb7,3.2646,1.90386,1.13698
3,fb8,3.93153,1.08056,1.93071
3,fb9,3.12915,1.22342,1.12116
4,fb0,3.22459,1.5267,1.18128
4,fb1,3.57563,0.974431,1.57554
4,fb2,3.48605,1.39306,1.46382
4,fb3,3.66143,1.61671,1.60912
4,fb4,3.72927,1.32282,1.71527
4,fb5,3.72213,1.95562,1.59737
4,fb6,3.9723,1.8713,1.87557
4,fb7,3.26447,1.91343,1.13408
4,fb8,3.93701,1.0749,1.93629
4,fb9,3.12915,1.22342,1.12116
5,fb0,3.22459,1.5267,1.18128
5,fb1,3.5779,0.964677,1.57772
5,fb2,3.4849,1.39244,1.46273
5,fb3,3.66261,1.61648,1.61035
5,fb4,3.72952,1.32162,1.71562
5,fb5,3.71239,1.95094,1.58853
5,fb6,3.9723,1.8713,1.87557
5,fb7,3.26404,1.92289,1.13085
5,fb8,3.94247,1.06926,1.94186
5,fb9,3.12915,1.22342,1.12116
6,fb0,3.22459,1.5267,1.18128
6,fb1,3.57932,0.954767,1.57903
6,fb2,3.48374,1.39185,1.46163
6,fb3,3.66379,1.61628,1.61159
6,fb4,3.72978,1.32042,1.71599
6,fb5,3.70247,1.94725,1.57925
6,fb6,3.9723,1.8713,1.87557
6,fb7,3.26329,1.93224,1.1273
6,fb8,3.94791,1.06365,1.9474
6,fb9,3.12066,1.22545,1.1125
7,fb0,3.22459,1.5267,1.18128
7,fb1,3.57995,0.944782,1.57952
7,fb2,3.48257,1.39128,1.46052
7,fb3,3.67248,1.615,1.62062
7,fb4,3.73007,1.31924,1.71639
7,fb5,3.69248,1.94439,1.56967
7,fb6,3.9723,1.8713,1.87557
7,fb7,3.2622,1.94145,1.1234
7,fb8,3.95336,1.05805,1.95293
7,fb9,3.11087,1.22676,1.10259
8,fb0,3.22459,1.5267,1.18128
8,fb1,3.57985,0.934788,1.57926
8,fb2,3.4814,1.39072,1.4594
8,fb3,3.68225,1.61455,1.63061
8,fb4,3.73038,1.31806,1.7168
8,fb5,3.68249,1.94233,1.55988
8,fb6,3.9723,1.8713,1.87557
8,fb7,3.26075,1.95049,1.11914
8,fb8,3.95886,1.05252,1.95851
8,fb9,3.10093,1.2271,1.0926
9,fb0,3.22459,1.5267,1.18128
9,fb1,3.57909,0.924836,1.5783
9,fb2,3.48021,1.39019,1.45827
9,fb3,3.69219,1.61516,1.64058
9,fb4,3.73072,1.31688,1.71723
9,fb5,3.67258,1.94102,1.54997
9,fb6,3.9723,1.8713,1.87557
9,fb7,3.25891,1.95935,1.1145
9,fb8,3.96443,1.04707,1.96415
9,fb9,3.09093,1.22656,1.08262
10,fb0,3.22459,1.5267,1.18128
10,fb1,3.57772,0.914965,1.57671
10,fb2,3.47902,1.38968,1.45713
10,fb3,3.70219,1.61674,1.65045
10,fb4,3.73107,1.31572,1.71769
10,fb5,3.66278,1.94043,1.53999
10,fb6,3.9723,1.8713,1.87557
10,fb7,3.25667,1.968,1.10948
10,fb8,3.97002,1.04163,1.9698
10,fb9,3.08095,1.22524,1.07271
11,fb0,3.22459,1.5267,1.18128
11,fb1,3.57581,0.905202,1.57455
11,fb2,3.47028,1.38609,1.44874
11,fb3,3.71215,1.61919,1.66015
11,fb4,3.73384,1.30729,1.72117
11,fb5,3.65314,1.9405,1.52999
11,fb6,3.9723,1.8713,1.87557
11,fb7,3.25402,1.97641,1.10407
11,fb8,3.97562,1.03619,1.97545
11,fb9,3.07104,1.22323,1.06292
12,fb0,3.22459,1.5267,1.18128
12,fb1,3.5734,0.895568,1.57188
12,fb2,3.4607,1.38218,1.43954
12,fb3,3.72202,1.62241,1.66961
12,fb4,3.73737,1.29825,1.72545
12,fb5,3.64368,1.94119,1.52002
12,fb6,3.9723,1.8713,1.87557
12,fb7,3.25095,1.98456,1.09828
12,fb8,3.98125,1.03073,1.98113
12,fb9,3.06123,1.22061,1.05327
13,fb0,3.21612,1.52263,1.17337
13,fb1,3.57056,0.886072,1.56874
13,fb2,3.45113,1.37827,1.43033
13,fb3,3.73175,1.62628,1.67883
13,fb4,3.74143,1.28946,1.73021
13,fb5,3.63443,1.94246,1.5101
13,fb6,3.9723,1.8713,1.87557
13,fb7,3.24746,1.99243,1.09211
13,fb8,3.98692,1.02525,1.98684
13,fb9,3.05153,1.21747,1.04377
14,fb0,3.20636,1.51895,1.16408
14,fb1,3.56734,0.876719,1.56521
14,fb2,3.44165,1.37405,1.42127
14,fb3,3.73283,1.62672,1.67984
14,fb4,3.74595,1.28091,1.7354
14,fb5,3.6254,1.94426,1.50027
14,fb6,3.9723,1.8713,1.87557
14,fb7,3.24357,1.99999,1.08557
14,fb8,3.99262,1.01973,1.99258
14,fb9,3.04197,1.21389,1.03444
15,fb0,3.19643,1.51621,1.15447
15,fb1,3.56378,0.867508,1.56132
